功效:ID,:LABEL,name
49601,功效,丰胸减肥
49603,功效,开胃助食
49604,功效,增进食欲
49605,功效,益气养血
49606,功效,健脾宽中
49608,功效,润肺止咳
49609,功效,气血双补
49611,功效,治疗眼疾
49614,功效,防止动脉硬化
49615,功效,海蜇能降血压
49616,功效,治哮喘
49618,功效,腹痛
49619,功效,腹胀
49620,功效,食欲缺乏
49621,功效,主要治疗慢性胃炎肝气犯胃型
49622,功效,营养丰富
49623,功效,滋阴益气
49625,功效,补充营养
49626,功效,利尿消肿
49628,功效,保健功效
49629,功效,补肺润肺
49630,功效,化痰止咳
49631,功效,解热除烦
49632,功效,解渴
49633,功效,抵御寒冷
49634,功效,脾胃消化
49636,功效,滋补肝阴
49638,功效,梅花粥
49639,功效,舒肝理气
49640,功效,健脾开胃
49642,功效,滋阴补阳
49644,功效,调味品
49645,功效,补肾涩精
49646,功效,健脾益气
49647,功效,清热利尿
49648,功效,清热解毒
49649,功效,开胃
49650,功效,健脾
49651,功效,利湿
49652,功效,化识解热
49653,功效,湿热
49654,功效,细菌性感染肝炎
49655,功效,痢疾
49656,功效,健脾胃
49657,功效,益心肾
49658,功效,补虚损
49659,功效,养血润肠
49661,功效,提供糖分
49662,功效,补充能量
49663,功效,清理肠胃热湿燥便秘口臭
49665,功效,滋润祛燥
49666,功效,止热咳
49667,功效,清润益气
49668,功效,润肺燥
49669,功效,益肺气
49670,功效,清痰火
49671,功效,补虚养身
49673,功效,补虚
49674,功效,调血
49675,功效,滋肝肾
49676,功效,养血滋阴
49677,功效,益气
49679,功效,提神醒脑
49681,功效,清心明目
49682,功效,健脑提神
49684,功效,抗衰老
49685,功效,防癌
49687,功效,茶叶
49689,功效,保护神经细胞
49690,功效,对脑损伤
49691,功效,能通达调节脑中神经传达
49693,功效,消炎
49694,功效,消肿满
49695,功效,下恶气
49696,功效,利宿水
49698,功效,美容祛斑
49699,功效,延缓皮肤衰老
49701,功效,破血祛瘀
49702,功效,行气止痛
49704,功效,软化心脑血管
49706,功效,解表
49707,功效,祛湿
49708,功效,和中
49710,功效,医治小儿惊厥
49711,功效,馈赠贵宾
49713,功效,促进脂肪代谢
49714,功效,养胃健脾
49716,功效,调味
49717,功效,健胃
49719,功效,充饥
49720,功效,解毒（草菇）
49721,功效,补充蛋白质
49722,功效,滋阴
49723,功效,健脾开胃调理
49724,功效,便秘调理
49726,功效,解暑
49727,功效,消热
49729,功效,和中下气
49730,功效,僻秽浊
49731,功效,治下痢腹痛
49732,功效,金黄软香
49733,功效,具有独特的降脂作用
49734,功效,补虚养身调理
49735,功效,营养不良调理
49736,功效,补气调理
49737,功效,补阳
49739,功效,除湿消肿
49741,功效,补血
49742,功效,健脾暖胃
49743,功效,止汗
49745,功效,疗饥
49747,功效,调经养血
49749,功效,内服：煎汤3-9g
49751,功效,滋阴养血
49752,功效,补脾益气
49753,功效,祛风清头目
49754,功效,益肝养心气。
49755,功效,功效养心神
49756,功效,补气血。
49757,功效,健脾补血
49758,功效,补心安神
49759,功效,滋阴清热
49760,功效,补气血
49761,功效,安心神
49762,功效,养血安神
49763,功效,补肾益血
49764,功效,增强记忆
49765,功效,安神定志
49766,功效,益五脏
49767,功效,补精血
49768,功效,增智慧。
49769,功效,健脑增智
49770,功效,补肾明目
49771,功效,补肾益气
49772,功效,填精补髓
49773,功效,健脑益智。
49774,功效,补脑益智
49775,功效,健脾和胃
49776,功效,健脑益智
49777,功效,补益脾肾
49778,功效,健脑增智。
49779,功效,补脾益胃
49780,功效,滋补健脑。
49781,功效,补益气血
49782,功效,清心健脑功效
49783,功效,强筋壮骨。
49784,功效,补肾填髓
49785,功效,荣脑益智
49786,功效,补脾益寿
49787,功效,补肾养血
49788,功效,滋阴润燥
49789,功效,益肾填精
49790,功效,补脑健脾
49791,功效,利胆消石
49793,功效,清利湿热。
49794,功效,和胃行气
49795,功效,清热健脾利湿
49796,功效,清热利湿
49797,功效,补血扶正。
49799,功效,补益肺肾
49800,功效,生津润肺
49801,功效,补益肺气
49802,功效,健脾敛汗
49804,功效,润肺养阴
49805,功效,止咳化痰
49806,功效,清热生津
49807,功效,宣肺止咳
49808,功效,补气益肺
49809,功效,健脾生血
49810,功效,疏风清热
49812,功效,补肾温肺平喘
49814,功效,补肺益肤
49815,功效,滋阴养胃
49816,功效,滋阴清肺
49817,功效,和胃止痛。
49818,功效,健肺益寿
49819,功效,清热化痰
49820,功效,补气健脾
49821,功效,补肾润肺
49822,功效,纳气平喘
49823,功效,补脾益肺
49826,功效,改善食品的外观
49827,功效,风味
49828,功效,组织结构或贮存性质的非营养物质。主要食用功效
49830,功效,芳香调味
49832,功效,补脾健胃
49834,功效,补血养血
49835,功效,补益脾胃
49836,功效,调中固肠
49837,功效,补脾和胃
49838,功效,养血强身。
49839,功效,健脾强胃
49840,功效,益肺固肾
49841,功效,益精补气
49842,功效,养血补虚
49843,功效,滋养强壮
49845,功效,延年益寿
49846,功效,健脾补虚
49847,功效,益气增肥
49848,功效,益气健胃
49849,功效,补虚强身
49851,功效,养血益胃
49852,功效,润肤抗衰
49853,功效,健脾固肾
49854,功效,益气血
49855,功效,止脱发
49856,功效,益阴阳
49857,功效,补气养血
49858,功效,益精髓
49860,功效,益气补血
49861,功效,调经
49863,功效,补益元气
49864,功效,益气健脾
49865,功效,滋阴补血。
49867,功效,补肾助阳
49868,功效,健脾养胃
49869,功效,补肾壮阳
49870,功效,健中固精
49871,功效,温补肾阳
49872,功效,固精健骨
49873,功效,提高人体免疫功能
49874,功效,促进血液循环
49875,功效,补钙
49876,功效,强身健脑
49877,功效,壮元阳
49878,功效,补肾气
49880,功效,益肝养精
49882,功效,温肾壮阳
49883,功效,补养精血
49884,功效,乌须黑发
49886,功效,益精养血
49887,功效,益肾固精
49888,功效,补肾阳
49889,功效,益精气
49890,功效,暖腰膝
49892,功效,强身健体
49894,功效,补肾益精
49895,功效,益气补精
49896,功效,补气壮阳
49898,功效,儿童饮料
49899,功效,强化儿童发育所需元素
49900,功效,养筋益气
49901,功效,理胃消食
49902,功效,祛寒止痛
49903,功效,逐寒湿
49904,功效,爽口开胃
49905,功效,滋润皮肤
49906,功效,美容
49907,功效,滋阴壮阳
49909,功效,身体虚弱以及病后需要调养
49910,功效,补中益气
49911,功效,增强人体免疫力
49912,功效,治疗疟疾病
49913,功效,滋阴生津止渴
49914,功效,补血滋阴
49915,功效,润燥清肺
49916,功效,滋阴补肾
49918,功效,益精明目
49919,功效,清热止渴。
49920,功效,养阴和血
49921,功效,退热散结
49922,功效,润燥生津
49923,功效,清热滋阴
49924,功效,宁心安神
49926,功效,益气补虚
49927,功效,养阴润肺
49928,功效,生津止渴
49930,功效,补气养阴
49931,功效,补肾益智
49932,功效,润心肺
49933,功效,凉血润燥
49934,功效,补阴生津
49935,功效,开胃除烦
49936,功效,滋阴降火
49937,功效,双补阴阳
49938,功效,补肾强体
49940,功效,养阴精
49941,功效,填骨髓。
49943,功效,能益气
49944,功效,润肺
49945,功效,润肠
49947,功效,防治潮热盗汗
49948,功效,心烦消渴
49949,功效,体弱消瘦
49950,功效,滋养发肤
49951,功效,预防神经衰弱
49953,功效,清火
49954,功效,助消化
49955,功效,增加胃动力
49956,功效,降血压
49957,功效,降血脂
49959,功效,降低血脂
49960,功效,抗癌
49962,功效,清热降火
49963,功效,去除油脂
49964,功效,调理肠胃
49966,功效,活血消炎
49967,功效,利尿
49968,功效,清热凉血止血
49969,功效,益精生血
49970,功效,滋养脏腑
49971,功效,气血生化之源
49972,功效,脾胃虚弱
49974,功效,滋补药膳
49976,功效,性味咸温
49977,功效,入肾经
49978,功效,营养不良
49979,功效,治寒湿痹病
49980,功效,头痛咳嗽
49981,功效,病后体虚
49982,功效,滋补
49983,功效,肝调养食谱脾调养食谱
49984,功效,润肺清热
49985,功效,预防筋骨肌肉强痛
49986,功效,清热去骨火
49988,功效,补虚益气
49989,功效,益阴补血
49991,功效,抗菌消炎
49992,功效,清心安神
49993,功效,止咳平喘。适用于咳嗽
49994,功效,气喘。
49995,功效,补元气
49996,功效,增强人身抗病能力
49997,功效,止咳平喘
49998,功效,平衡血液酸碱值
49999,功效,清热解暑
50000,功效,开胃健脾
50001,功效,补精
50002,功效,填髓
50003,功效,养胃
50004,功效,填精髓
50006,功效,适用于产后妇女贫血
50007,功效,壮腰膝
50008,功效,强身体
50009,功效,温补五脏。适用于阳虚羸瘦
50010,功效,调理气血
50011,功效,下气消肿
50012,功效,适于中气虚弱
50013,功效,体倦乏力
50014,功效,明目益气
50015,功效,补肾
50016,功效,益肺
50017,功效,下乳
50018,功效,适用于产后体虚
50019,功效,乳汁不下
50021,功效,清热
50022,功效,主要食用功效解署
50023,功效,养血壮骨
50024,功效,治疗痢疾和肠炎
50026,功效,提高人体抗病防病能力
50027,功效,舒筋活络
50028,功效,和血法瘀
50029,功效,活血散瘀
50030,功效,养血和血
50031,功效,疏肝解郁
50032,功效,收敛止带
50033,功效,温经止痛
50034,功效,滋补肝肾
50035,功效,养血祛风
50036,功效,益气止泻
50037,功效,清肠解毒
50038,功效,补虚益损
50039,功效,消食开胃
50040,功效,健脾补肾益精
50041,功效,健脾养血
50044,功效,缓中
50045,功效,补肾填精
50047,功效,有补虚
50048,功效,润燥
50049,功效,解毒的作用
50050,功效,可治脏腑枯涩
50051,功效,大便不利
50052,功效,燥咳
50053,功效,皮肤皲裂
50055,功效,止咳
50056,功效,补五脏
50058,功效,精力充沛提高工作效率
50059,功效,平肝
50060,功效,祛风
50062,功效,补心止汗
50064,功效,高级天然滋补品
50065,功效,明目
50067,功效,晕
50068,功效,耳鸣等病症的辅助治疗食品
50070,功效,滋补强壮
50071,功效,活血消肿
50072,功效,肺炎高热喘咳
50074,功效,去寒热
50075,功效,养肌肤
50077,功效,清肺热
50078,功效,养胃阴
50080,功效,瘦身代餐
50081,功效,解压降糖
50082,功效,调经活血
50083,功效,安神定气
50084,功效,养心安神
50085,功效,补脾益肾
50086,功效,壮阳散寒
50087,功效,健美容颜
50089,功效,婚宴使用
50090,功效,婚礼习俗使用
50091,功效,滋润补血
50092,功效,保护眼睛
50093,功效,养血通络
50094,功效,滋阴补虚
50095,功效,益肺止咳喘
50096,功效,调理食欲
50097,功效,助肾阳
50098,功效,益精血
50100,功效,清凉解热
50102,功效,滋养肝肾
50103,功效,强壮益精
50104,功效,延缓衰老和促进儿童生长
50105,功效,贫血
50106,功效,月经不调及健脾开胃调理
50107,功效,透疹止泻
50108,功效,生血安神
50109,功效,止咳润肺
50110,功效,滋补保健
50111,功效,补血通乳
50113,功效,清热润肺
50114,功效,利气止咳
50115,功效,养阴清肺
50116,功效,润痰止咳
50117,功效,泽肤明目而健美
50118,功效,养阴
50119,功效,除烦
50120,功效,止渴
50122,功效,滋阴润肺
50123,功效,增强正气
50124,功效,预防癌症
50125,功效,止消渴
50126,功效,补肝肾
50128,功效,泽肤健美
50130,功效,健脾安神
50132,功效,治疗精神因素引起的焦虑
50133,功效,抑郁症
50135,功效,具有清热
50136,功效,杀虫的功效
50137,功效,降压
50138,功效,清热止咳
50139,功效,治皮肤疮疖
50140,功效,养肝
50141,功效,补肾益肺
50142,功效,强身抗衰
50143,功效,透疹
50144,功效,增强免疫力
50145,功效,清肝明目
50146,功效,清热祛火
50147,功效,降脂降压
50148,功效,抗早衰
50149,功效,降逆止呕
50150,功效,导滞
50151,功效,养血安胎止痛
50152,功效,滋肾润肺
50153,功效,补肝明目
50154,功效,安神
50155,功效,补气
50156,功效,补肝
50157,功效,养血
50158,功效,益目
50160,功效,食疗
50161,功效,养血健胃
50162,功效,润燥养颜
50163,功效,平肝阳补气血
50165,功效,具减肥的作用
50166,功效,养阴潜阳
50167,功效,平肝降压
50168,功效,丰体泽肤
50169,功效,补虚劳
50170,功效,美容养颜
50171,功效,养血益颜
50172,功效,平补肺肾和止喘嗽
50173,功效,增强体质
50175,功效,治风寒感冒
50176,功效,润泽颜面
50178,功效,叶
50180,功效,助于消化
50181,功效,防止便秘
50183,功效,胃肠消化
50184,功效,促近食欲
50185,功效,可利尿
50187,功效,温中益气
50188,功效,补血填精
50189,功效,净血
50190,功效,通经之效
50192,功效,治神经衰弱
50193,功效,慢性肝炎
50194,功效,安中益气
50197,功效,和中缓急
50200,功效,滋阴健胃
50201,功效,适用于体倦畏寒乳汁不多等病症
50202,功效,为脑提供丰富的营养成分
50203,功效,具有清热解毒
50204,功效,消肿
50205,功效,开胃理气
50207,功效,利尿通淋药
50208,功效,补中益气滋养脾胃强健筋骨止渴
50210,功效,健脑
50211,功效,促进发育
50212,功效,肾调养补阳壮腰健肾益智补脑
50214,功效,提神
50215,功效,健身
50217,功效,提神解疲
50218,功效,强筋健步的
50219,功效,壮腰健肾调理
50221,功效,贫血调理
50222,功效,青少年食谱
50224,功效,消食
50225,功效,活血
50226,功效,散瘀功效
50227,功效,促进胃液分泌和增加胃内酶素
50229,功效,降低血糖
50230,功效,滋肾益精
50231,功效,壮腰健肾
50232,功效,防癌抗癌
50234,功效,解毒消肿
50236,功效,润肠增液
50237,功效,滑肠通便
50239,功效,熄风
50240,功效,滑肠
50242,功效,丰富脂肪
50244,功效,补充体力
50245,功效,消肿祛瘀
50246,功效,益气和中
50247,功效,生津润燥
50248,功效,缩泉固精
50249,功效,补肺止咳
50250,功效,对美容
50251,功效,抗老化
50252,功效,解除疲劳
50253,功效,加强排便
50254,功效,学生膳食
50255,功效,清热去火
50256,功效,补气益脾
50257,功效,最消毒热
50258,功效,利小便
50259,功效,除水肿
50260,功效,退疮肿
50261,功效,暖胃
50263,功效,平肝明目
50264,功效,杀虫止血
50265,功效,利于人体消化吸收
50268,功效,抗忧郁
50269,功效,强筋骨
50270,功效,除痰止咳
50271,功效,通乳调理
50272,功效,咳嗽调理
50273,功效,养颜
50274,功效,旺血气
50275,功效,补肾虚
50276,功效,去皱纹
50277,功效,清胃热
50278,功效,降血糖
50279,功效,调经止痛
50280,功效,理气止痛
50283,功效,镇静止痛
50284,功效,通经活经
50285,功效,清热解表
50286,功效,增加了人体所需要的维生素
50313,功效,补虚填精
50345,功效,补虚劳羸瘦
50346,功效,清热凉血
50347,功效,补脾肾
50348,功效,滋补健胃
50349,功效,利水消肿
50353,功效,钙质丰富
50354,功效,开胃补肾
50355,功效,治下痢
50356,功效,消渴
50357,功效,小儿疳积
50366,功效,帮助消化
50367,功效,利尿退热
50485,功效,养阴生津
50531,功效,用于大肠癌的防治
50533,功效,用于产后气血两虚
50554,功效,补血活血
50584,功效,美白
50590,功效,除痰
50601,功效,通经活络
50602,功效,护肤美容
50604,功效,散风清热
50605,功效,清肝明目和解毒消炎
50611,功效,解毒
50612,功效,美颜
50619,功效,去油腻
50620,功效,益思提神
50621,功效,利尿解毒
50622,功效,消除疲惫
50624,功效,有保健功能
50636,功效,抗老化等都有助益
50671,功效,促进新陈代谢
50679,功效,燥湿化痰
50680,功效,养血活血
50683,功效,分清泻浊
50685,功效,补气升提
50687,功效,益气解表
50688,功效,理气化痰
50714,功效,治肺燥引起的咳嗽
50747,功效,调养肤质
50757,功效,暖胃\补肾
50766,功效,利湿暖胃
50809,功效,免疫调节
50820,功效,消暑
50822,功效,调节生理机能
50823,功效,保持渗透压
50824,功效,保持酸碱度
50825,功效,增加皮肤弹性
50826,功效,养颜美容
50844,功效,和血脉
50845,功效,润肌肤
50846,功效,填肾精
50847,功效,健腰脚
50848,功效,清热润燥
50849,功效,清洁肠胃
50852,功效,温中散寒
50853,功效,止痛
50869,功效,适用于体倦畏寒乳汁不多
50872,功效,营养丰富
50877,功效,改善菜肴的味道
50878,功效,色泽
50891,功效,养生
50892,功效,瘦身
50893,功效,解乏
50894,功效,去湿
50913,功效,补气养血
50914,功效,润燥祛痰
50918,功效,润肠通便
50931,功效,促消化
50960,功效,营养不良调理
50975,功效,增液润燥
50976,功效,阳明温病
50977,功效,津亏便秘证
50979,功效,去烦热利五脏，治头晕目眩。
50982,功效,清热利湿，分清泻浊
50983,功效,益气解表，理气化痰
50984,功效,美白，调理肠胃，帮助消化
50989,功效,清热解毒、通经活络、护肤美容
50991,功效,醒神
50992,功效,提神
50995,功效,去油腻，助消化，益思提神，利尿解毒，消除疲惫，解暑
50996,功效,防止便秘
50998,功效,养胃 、暖胃
51004,功效,滋阴润燥，养胃理气
51238,功效,补血敛阴
51239,功效,平肝止痛
51247,功效,缓急止痛
51248,功效,养血柔肝
51249,功效,敛阴止汗
51277,功效,头风
51278,功效,黄疸
51279,功效,可逆
51280,功效,淋沥
51327,功效,有益于消化吸收
51352,功效,气管炎
51353,功效,感冒
51363,功效,调节内脏活动
51364,功效,影响情绪
51367,功效,软坚祛瘀
51368,功效,抗病毒
51464,功效,疏肝行气
51466,功效,滋肾乌发
51506,功效,养胃理气
51511,功效,明目止泪
51536,功效,和胃化痰
51537,功效,通络宁神
51693,功效,具有祛风湿
51694,功效,舒筋的功效
51713,功效,对蛋白质进行修饰
51720,功效,开窍回苏
51721,功效,活血散结
51722,功效,催产下胎
51820,功效,补阳益寿保健酒
51862,功效,快速补充能量
51863,功效,缓解饥饿
51871,功效,可杀死细菌
51872,功效,病毒
51892,功效,补中
51893,功效,润燥止痛解毒美容
51942,功效,开胃消食调中
51944,功效,预防老年痴呆
51962,功效,去氧化
51963,功效,储存肝糖
51967,功效,烹调
51988,功效,散热排脂
52016,功效,降酶
52017,功效,保肝
52018,功效,退黄
52077,功效,消肿止痛
52084,功效,可助消化
52091,功效,减肥
52092,功效,增加饱腹感
52104,功效,补肺益肾
52105,功效,纳气定喘
52106,功效,助阳益精
52271,功效,止血
52272,功效,行气
52273,功效,消痈
52274,功效,治痔
52341,功效,补血养颜
52371,功效,调经强肾
52372,功效,苏厥回阳
52404,功效,破血消积
52503,功效,清热解毒药
