诊断方法:ID,:LABEL,name
19783,诊断方法,白细胞抗原（HLA）
19784,诊断方法,去铁胺试验
19785,诊断方法,抗平滑肌抗体（ASMA）
19786,诊断方法,尿液细菌学检查
19787,诊断方法,脊柱触诊
19788,诊断方法,尿N＇-甲基烟酰胺
19789,诊断方法,EB病毒抗体（EBV－Ab）
19790,诊断方法,促肾上腺皮质激素（ACTH）
19791,诊断方法,微丝蚴（Mf）
19792,诊断方法,肾小管氨马尿酸最大排泄量试验
19793,诊断方法,抗PM-1抗体
19794,诊断方法,脑脊液细胞学检查
19795,诊断方法,可的松水试验
19796,诊断方法,血清免疫球蛋白G亚类
19797,诊断方法,胃液气味
19798,诊断方法,伤寒胶乳凝集试验
19799,诊断方法,羟赖氨酸
19800,诊断方法,男性不育HCG刺激试验
19801,诊断方法,鼻甲和鼻道
19802,诊断方法,普通透视检查(透视)
19803,诊断方法,胶体铁染色
19804,诊断方法,阿托品抑制GH试验
19805,诊断方法,红细胞机械性脆性试验
19806,诊断方法,宿主中介试验
19807,诊断方法,不孕的血型检查
19808,诊断方法,Rh血型鉴定
19809,诊断方法,膀胱残余尿量测定
19810,诊断方法,骨盆挤压试验
19811,诊断方法,跟轴线测量
19812,诊断方法,鼻疽菌素皮内试验
19813,诊断方法,寄生虫检查的直接涂片法
19814,诊断方法,屈肘试验
19815,诊断方法,X线钡影跳跃征
19816,诊断方法,骨髓其他细胞
19817,诊断方法,间接检眼镜检查法
19818,诊断方法,胃液胃组织癌胚抗原
19819,诊断方法,三叉神经检查
19820,诊断方法,十二指肠胃反流测定和显像
19821,诊断方法,血浆凝血因子Ⅱ活性测定
19822,诊断方法,促甲状腺激素释放激素
19823,诊断方法,并指(趾)畸形检查
19824,诊断方法,血浆组织纤溶酶原活化物抑制物活性检测
19825,诊断方法,半饱和氧分压（P50）
19826,诊断方法,血吸虫间接血凝试验
19827,诊断方法,β1-妊娠特异蛋白
19828,诊断方法,丙型肝炎抗体检测（抗-HCV-Ig）
19829,诊断方法,碱剩余
19830,诊断方法,雅加森试验
19831,诊断方法,血清鸟氨酸氨基甲酰转移酶
19832,诊断方法,杜加斯征
19833,诊断方法,下颌反射检查
19834,诊断方法,直腿抬高试验
19835,诊断方法,钙调素
19836,诊断方法,内生殖器检查
19837,诊断方法,皮肤点刺试验
19838,诊断方法,宫缩应激试验
19839,诊断方法,全血铬
19840,诊断方法,肺炎支原体补体结合试验
19841,诊断方法,微量补体溶血敏感试验
19842,诊断方法,Hertel氏眼球突出计
19843,诊断方法,抗链球菌型M蛋白抗体
19844,诊断方法,血清α-羟丁酸脱氢酶（α-HBDH）
19845,诊断方法,粪中细胞
19846,诊断方法,血清磷酸已糖异构酶
19847,诊断方法,痰液常规检查
19848,诊断方法,跖反射
19849,诊断方法,残气量（RV）
19850,诊断方法,动脉血气分析
19851,诊断方法,不育男性体格检查
19852,诊断方法,HPV检查
19853,诊断方法,钩端螺旋体抗体
19854,诊断方法,转白试验
19855,诊断方法,硝基四唑氮蓝试验
19856,诊断方法,酸性磷酸酶染色
19857,诊断方法,脑干反射检查
19858,诊断方法,血PSA检查
19859,诊断方法,血卟啉雾化吸入试验
19860,诊断方法,急性肾功能衰竭诊断试验
19861,诊断方法,红细胞聚集性
19862,诊断方法,血管彩超
19863,诊断方法,淋巴细胞转换试验（LTT）
19864,诊断方法,血清总脂
19865,诊断方法,输卵管镜
19866,诊断方法,血清唾液酸测定
19867,诊断方法,对数视力表
19868,诊断方法,弓形虫点免疫金渗滤法
19869,诊断方法,生殖器疱疹检测
19870,诊断方法,尿液细胞学检查
19871,诊断方法,盆腔窃血试验
19872,诊断方法,血浆缬氨酸
19873,诊断方法,"血清铜（Cu2+,Cu)"
19874,诊断方法,"胆固醇酯(chE,CE)"
19875,诊断方法,SPECT显像
19876,诊断方法,血清总补体
19877,诊断方法,放射性核素肾扫描
19878,诊断方法,角膜照影法
19879,诊断方法,肺通气功能
19880,诊断方法,支气管肺泡灌洗术（BAL）
19881,诊断方法,陆温试验
19882,诊断方法,脑脊液培养+药敏试验
19883,诊断方法,抗心肌抗体
19884,诊断方法,床旁摄片
19885,诊断方法,补体结合试验（CFT）
19886,诊断方法,视力筛查仪
19887,诊断方法,精液酸度
19888,诊断方法,肌张力检查
19889,诊断方法,苯丙氨酸脱氨酶试验
19890,诊断方法,抗着丝粒抗体
19891,诊断方法,血小板相关免疫球蛋白（PAIgG、PAIgA、PAIgM）
19892,诊断方法,棘球蚴皮内试验
19893,诊断方法,鼓膜
19894,诊断方法,淋菌培养
19895,诊断方法,C反应蛋白（CRP）
19896,诊断方法,神经元特异性烯醇化酶（NSE）
19897,诊断方法,风疹病毒抗体IgG
19898,诊断方法,支气管激发试验（BPT）
19899,诊断方法,年龄检查
19900,诊断方法,介入性宫内取材检查
19901,诊断方法,挤压小腿三头肌试验
19902,诊断方法,抗甲状腺球蛋白抗体
19903,诊断方法,乳突
19904,诊断方法,颅内压监测
19905,诊断方法,胸腹部垫枕试验
19906,诊断方法,雌二醇（E2)
19907,诊断方法,扫描电子显微镜
19908,诊断方法,"维生素B2（VitB2,VB2）"
19909,诊断方法,腰腿痛的感觉检查
19910,诊断方法,引线试验
19911,诊断方法,脯氨酸
19912,诊断方法,胸廓检查
19913,诊断方法,肺和胸膜叩诊
19914,诊断方法,四肢的骨和关节平片
19915,诊断方法,阴离子隙
19916,诊断方法,泌尿系统CT检查
19917,诊断方法,CT平扫
19918,诊断方法,"尿维生素B1（VitB1,VB1）"
19919,诊断方法,乳腺超声检查
19920,诊断方法,特异性IgE抗体
19921,诊断方法,胶乳凝集抑制试验(LAI)
19922,诊断方法,自主神经功能检查
19923,诊断方法,胸膜腔内气体成分压力的测定
19924,诊断方法,脑脊液生长抑素
19925,诊断方法,关节检查
19926,诊断方法,脑脊液动力学试验
19927,诊断方法,妇科炎症检查
19928,诊断方法,游离三碘甲状腺原氨酸指数（FT3I）
19929,诊断方法,胃泌素
19930,诊断方法,滑液检查
19931,诊断方法,轮替动作
19932,诊断方法,浆膜腔积液
19933,诊断方法,血清氯化物
19934,诊断方法,妇科常规检查
19935,诊断方法,中年男性体检
19936,诊断方法,细菌对于碳水化合物的代谢试验
19937,诊断方法,速尿激发试验
19938,诊断方法,气管移位检查
19939,诊断方法,α2-HS-糖蛋白
19940,诊断方法,一秒用力呼出量／用力肺活量比值
19941,诊断方法,压痛及反跳痛
19942,诊断方法,尿儿茶酚胺
19943,诊断方法,血氧含量
19944,诊断方法,游离三碘甲状腺原氨酸
19945,诊断方法,端粒酶活性
19946,诊断方法,尿17-酮皮质类固醇（17-KS）
19947,诊断方法,脑脊液铜
19948,诊断方法,尿汞
19949,诊断方法,血清载脂蛋白测定
19950,诊断方法,Chvostek征
19951,诊断方法,血小板聚集试验（PAgT）
19952,诊断方法,肌红蛋白
19953,诊断方法,直接检眼镜检查法
19954,诊断方法,肝动态血池显像
19955,诊断方法,D860激发试验
19956,诊断方法,全身体检
19957,诊断方法,泪管显象
19958,诊断方法,昼夜尿比重试验
19959,诊断方法,血清锂（Li）
19960,诊断方法,尿胃蛋白酶
19961,诊断方法,性别观察
19962,诊断方法,胎心音
19963,诊断方法,脊柱检查
19964,诊断方法,语音试验
19965,诊断方法,静脉听诊
19966,诊断方法,血小板纤维蛋白原受体检测
19967,诊断方法,瑞斯托霉素辅因子活性检测
19968,诊断方法,宫腔镜
19969,诊断方法,胎儿发育检查
19970,诊断方法,尿液去甲肾上腺素
19971,诊断方法,酸溶血试验
19972,诊断方法,沉淀反应
19973,诊断方法,子宫及附件检查
19974,诊断方法,羊水甲胎球蛋白
19975,诊断方法,钼靶X线检查
19976,诊断方法,面部色诊
19977,诊断方法,"糖化血红蛋白组分（GHb,HbA1c）"
19978,诊断方法,胎产式
19979,诊断方法,酚红排泄试验
19980,诊断方法,血液酸碱度（pH）
19981,诊断方法,幽门螺旋杆菌的免疫学检测
19982,诊断方法,精子计数
19983,诊断方法,蛋白电泳
19984,诊断方法,戊型肝炎抗体（抗-HEIgM）
19985,诊断方法,脑脊液细胞分类计数
19986,诊断方法,甲状腺吸碘率试验
19987,诊断方法,红细胞葡萄糖-6-磷酸脱氢酶活性
19988,诊断方法,羊水甲胎蛋白测定（AFP）
19989,诊断方法,总三碘甲状腺原氨酸
19990,诊断方法,追踪减影透视
19991,诊断方法,抗肌内膜自身抗体
19992,诊断方法,血清白细胞介素3
19993,诊断方法,静息显像
19994,诊断方法,腰椎穿刺
19995,诊断方法,上消化道摄影检查
19996,诊断方法,二硝基氯苯试验
19997,诊断方法,体温测量
19998,诊断方法,儿童肺功能检查
19999,诊断方法,脑脊液血管活性肠肽
20000,诊断方法,固相酶免疫测定技术
20001,诊断方法,抗内皮细胞抗体
20002,诊断方法,唾液氯化物
20003,诊断方法,皮肤癌检测
20004,诊断方法,乳房穿刺针活检
20005,诊断方法,血浆亮氨酸
20006,诊断方法,促肾上腺皮质激素（ACTH）兴奋试验
20007,诊断方法,智商
20008,诊断方法,肺和胸膜听诊
20009,诊断方法,脾脏触诊
20010,诊断方法,通气与血流灌注比值（V/Q）
20011,诊断方法,维生素K反应试验
20012,诊断方法,盆底肌电图检查
20013,诊断方法,甘油复红试验
20014,诊断方法,胸腔积液免疫化学检查
20015,诊断方法,鼻粘膜及鼻腔分泌物
20016,诊断方法,快速血浆反应素试验
20017,诊断方法,血小板检查项目
20018,诊断方法,血液学特殊功能检查
20019,诊断方法,免疫病理检查
20020,诊断方法,尿沉渣
20021,诊断方法,不孕不育检查
20022,诊断方法,磁共振增强扫描
20023,诊断方法,施瓦巴赫试验
20024,诊断方法,美蓝试验
20025,诊断方法,胸腹水常规检查
20026,诊断方法,螺内酯试验
20027,诊断方法,游离甲状腺指数
20028,诊断方法,痰液细菌培养
20029,诊断方法,持水杯试验
20030,诊断方法,乙型肝炎核心抗原
20031,诊断方法,唾液pH值
20032,诊断方法,尿淀粉酶（UAMY）
20033,诊断方法,标准碳酸氢盐(SB)
20034,诊断方法,吡啶斯的明兴奋GH试验
20035,诊断方法,阴道清洁度检查
20036,诊断方法,脯氨酸肽酶
20037,诊断方法,癌抗原15-3（CA15-3）
20038,诊断方法,脱畸全套检查
20039,诊断方法,引流管
20040,诊断方法,血清丙氨酸氨基转移同工酶
20041,诊断方法,抗凝血酶Ⅲ活性和抗凝血酶Ⅲ抗原
20042,诊断方法,巴彬斯基征
20043,诊断方法,尿肌红蛋白（UMb）
20044,诊断方法,尿维生素B6（VitB6）
20045,诊断方法,卧立位试验
20046,诊断方法,前房角镜检查法
20047,诊断方法,抗着丝点抗体
20048,诊断方法,肠道通过时间测定和压力测定
20049,诊断方法,腰背部检查
20050,诊断方法,胰腺疾病超声诊断
20051,诊断方法,交叉步行试验
20052,诊断方法,消化道激素
20053,诊断方法,粪便白细胞
20054,诊断方法,尿氨基酸氮
20055,诊断方法,痰液免疫学检查
20056,诊断方法,靛胭脂试验
20057,诊断方法,红细胞腺苷酸激酶
20058,诊断方法,血糖仪
20059,诊断方法,尿素清除率(UCL)
20060,诊断方法,血清阳离子测定
20061,诊断方法,单腿站立试验
20062,诊断方法,血氧饱和度(SaO2)
20063,诊断方法,骨骼听诊
20064,诊断方法,血清总甲状腺素（TT4）
20065,诊断方法,腹颈静脉回流试验
20066,诊断方法,肺顺应性(C)
20067,诊断方法,实体觉
20068,诊断方法,宫颈分泌物培养
20069,诊断方法,高铁血红蛋白还原试验
20070,诊断方法,尿酮体检查（KET）
20071,诊断方法,抗浸出性核抗原(ENA)抗体
20072,诊断方法,杆菌肽抑菌试验
20073,诊断方法,宫颈刮片（TCT）
20074,诊断方法,尿丙氨酸氨基肽酶
20075,诊断方法,肋锁挤压试验
20076,诊断方法,脑脊液的显微镜检查
20077,诊断方法,脑垂体CT检查
20078,诊断方法,骶髂关节检查法
20079,诊断方法,腹腔灌洗试验
20080,诊断方法,胰高血糖素负荷试验
20081,诊断方法,外科检查
20082,诊断方法,踝肱指数
20083,诊断方法,粪便中的卟啉
20084,诊断方法,胍基化合物
20085,诊断方法,尿渗透压
20086,诊断方法,多染性红细胞
20087,诊断方法,指深屈肌肌力试验
20088,诊断方法,甲状旁腺激素
20089,诊断方法,语言检查法
20090,诊断方法,颈静脉回流试验
20091,诊断方法,尿液透明度（UCI）
20092,诊断方法,血清胆汁酸测定（TBA）
20093,诊断方法,GC球蛋白
20094,诊断方法,方肩检查
20095,诊断方法,脑脊液IgG/白蛋白比值
20096,诊断方法,狼疮细胞试验
20097,诊断方法,抗肾小球基底膜抗体测定（AGBM）
20098,诊断方法,网织红细胞计数（RC）
20099,诊断方法,疲劳试验
20100,诊断方法,一般摄片检查
20101,诊断方法,Farnsworth15色标试验
20102,诊断方法,托马斯试验
20103,诊断方法,淀粉水解试验
20104,诊断方法,三碘甲状腺原氨酸抑制试验
20105,诊断方法,内视镜超音波术
20106,诊断方法,华(Wassermann)氏补体结合试验
20107,诊断方法,血清无机磷
20108,诊断方法,疟疾间接免疫荧光试验
20109,诊断方法,查多克征
20110,诊断方法,视野检查
20111,诊断方法,听力测试法
20112,诊断方法,寄生虫感染免疫检测
20113,诊断方法,尿lgG
20114,诊断方法,血浆因子Ⅷ抑制物定性测定
20115,诊断方法,血清α1抗胰蛋白酶测定（α1-AT ）
20116,诊断方法,鼻腔内镜检查
20117,诊断方法,压平眼压计测量法
20118,诊断方法,腰臀围比例
20119,诊断方法,经食管超声心动图(TEE)
20120,诊断方法,血清氯化物（Cl）
20121,诊断方法,血清蛋白结合碘
20122,诊断方法,粪便量
20123,诊断方法,血葡萄糖
20124,诊断方法,β-羟丁酸
20125,诊断方法,糖原染色
20126,诊断方法,睾丸活检
20127,诊断方法,LHRH试验
20128,诊断方法,粪便结石
20129,诊断方法,球形红细胞
20130,诊断方法,心血管MRI检查
20131,诊断方法,内拉通线检查
20132,诊断方法,β血小板球蛋白和血小板第4因子
20133,诊断方法,双合诊
20134,诊断方法,癣菌素试验
20135,诊断方法,"乳酸脱氢酶(LDH,LD)"
20136,诊断方法,133Xe脑血流测定及显像
20137,诊断方法,脏器声学造影
20138,诊断方法,缩宫素激惹试验
20139,诊断方法,血小板凝集功能试验
20140,诊断方法,粪食物残渣
20141,诊断方法,螯合剂驱铅试验
20142,诊断方法,小肠充盈及排空功能检查
20143,诊断方法,黄体生成素（LH）
20144,诊断方法,提睾反射
20145,诊断方法,前房轴深检查法
20146,诊断方法,毛细血管搏动征
20147,诊断方法,唾液钠
20148,诊断方法,脑脊液丙氨酸氨基转移酶
20149,诊断方法,抗角蛋白抗体
20150,诊断方法,丙型肝炎病毒抗体免疫球蛋白M
20151,诊断方法,骨髓有核细胞计数
20152,诊断方法,对氨马尿酸合成试验
20153,诊断方法,布拉加尔征
20154,诊断方法,脂肪尿和乳糜尿检查(Chyluria)
20155,诊断方法,瑞斯托霉素诱导血小板聚集测定
20156,诊断方法,内镜逆行胆胰管造影术
20157,诊断方法,血浆激肽释放酶原测定
20158,诊断方法,便常规
20159,诊断方法,孕激素
20160,诊断方法,C-肽
20161,诊断方法,角膜荧光素染色
20162,诊断方法,荧光密螺旋体抗体
20163,诊断方法,拾物试验
20164,诊断方法,嗜异性凝集吸收试验
20165,诊断方法,谷氨酰胺
20166,诊断方法,拇指小指尖相对试验
20167,诊断方法,收缩压
20168,诊断方法,低密度脂蛋白胆固醇(LDL-C)
20169,诊断方法,眼底检查
20170,诊断方法,布鲁津斯基征
20171,诊断方法,头颅平片
20172,诊断方法,尿醛固酮
20173,诊断方法,异常凝血酶原（APT）
20174,诊断方法,盆底肌电图
20175,诊断方法,粪量
20176,诊断方法,血清癌胚抗原
20177,诊断方法,已糖胺全酶
20178,诊断方法,无效腔气量／潮气量比值
20179,诊断方法,色氨酸耐量试验
20180,诊断方法,胰多肽
20181,诊断方法,尿氨氮
20182,诊断方法,高密度脂蛋白胆固醇(HDL-C)
20183,诊断方法,胆道镜检查
20184,诊断方法,脾脏超声检查
20185,诊断方法,原地踏步试验
20186,诊断方法,抗中性粒细胞抗体（ANGA）
20187,诊断方法,最大中期呼气流速与最大中期流速时间（MMFR)
20188,诊断方法,脑脊液神经降压肽
20189,诊断方法,仰卧挺腹试验
20190,诊断方法,肺活检
20191,诊断方法,脂肪吸收试验
20192,诊断方法,抗U1RNP抗体
20193,诊断方法,毕克征
20194,诊断方法,睾酮（T）
20195,诊断方法,孢子丝菌凝集试验
20196,诊断方法,维生素K
20197,诊断方法,趾长伸肌肌力试验
20198,诊断方法,尿氟（F）
20199,诊断方法,韦伯试验
20200,诊断方法,肾小球功能试验
20201,诊断方法,α2-热稳定性糖蛋白
20202,诊断方法,前列腺液中细菌和原虫
20203,诊断方法,巨噬细胞或白细胞移动抑制试验(MMIT)
20204,诊断方法,角尺度试验
20205,诊断方法,乳房超声检查
20206,诊断方法,血心钠肽（ANP）
20207,诊断方法,羊水一般检查
20208,诊断方法,"血肌酐(Cr,Crea)"
20209,诊断方法,浆膜腔积液葡萄糖
20210,诊断方法,HLA定型
20211,诊断方法,胃部检查
20212,诊断方法,膀胱造影
20213,诊断方法,乳管镜检查
20214,诊断方法,周期性阴道涂片
20215,诊断方法,血清α1-酸性糖蛋白
20216,诊断方法,纤维蛋白-琼脂平板溶解试验
20217,诊断方法,骨骼肌自身抗体（ASA）
20218,诊断方法,前列腺特异性酸性磷酸酶
20219,诊断方法,皮肤与组织寄生虫的病原检查
20220,诊断方法,尿半乳糖
20221,诊断方法,尿液标本的细菌学检验
20222,诊断方法,冷溶血试验
20223,诊断方法,外生殖器检查
20224,诊断方法,旋后肌肌力试验
20225,诊断方法,呼吸肌功能测定
20226,诊断方法,抗SS-B(La)抗体
20227,诊断方法,角膜厚度测量
20228,诊断方法,选择性心血管造影
20229,诊断方法,眼睑检查
20230,诊断方法,胸腔积液肿瘤细胞学检查
20231,诊断方法,血清前白蛋白（PA）
20232,诊断方法,粪便脂肪
20233,诊断方法,99Tmc-MIBI甲状腺显像
20234,诊断方法,胰岛素刺激胃分泌试验
20235,诊断方法,苯丙酮尿症(PKU）筛查
20236,诊断方法,髋膝屈曲试验
20237,诊断方法,绒毛膜促性腺激素β （HCG-β）
20238,诊断方法,血清精氨酰琥珀酸裂解酶（ASAL)
20239,诊断方法,感染免疫检测
20240,诊断方法,烟酸
20241,诊断方法,尿碱性磷酸酶
20242,诊断方法,头颅大小
20243,诊断方法,甲状腺静态显像
20244,诊断方法,粪便肌肉纤维
20245,诊断方法,脾脏叩诊
20246,诊断方法,屈氏试验
20247,诊断方法,脑脊液钙调素
20248,诊断方法,积液腺苷脱氢酶
20249,诊断方法,音叉检查
20250,诊断方法,头颅形状
20251,诊断方法,泪液分泌型免疫球蛋白A
20252,诊断方法,冈达征
20253,诊断方法,精子运动轨迹分析
20254,诊断方法,胰岛素原
20255,诊断方法,肝素-抗凝血酶Ⅳ复合物
20256,诊断方法,抗多发性肌炎-l抗体
20257,诊断方法,重复呼吸试验
20258,诊断方法,脉率
20259,诊断方法,石蕊牛乳试验
20260,诊断方法,乙型肝炎核心抗体免疫球蛋白M
20261,诊断方法,前臂直尺试验
20262,诊断方法,放射过敏原吸附试验(RAST)
20263,诊断方法,胃电图
20264,诊断方法,精子数
20265,诊断方法,硬币叩击征
20266,诊断方法,特殊细菌涂片检查
20267,诊断方法,十二指肠引流胰蛋白酶
20268,诊断方法,血小板体积分布宽度
20269,诊断方法,头面部触诊
20270,诊断方法,肝压痛
20271,诊断方法,克托莱指数
20272,诊断方法,肱二头肌反射
20273,诊断方法,胸部疾病体征检查
20274,诊断方法,视神经孔片
20275,诊断方法,5＇-核苷酸磷酸二酯酶同工酶
20276,诊断方法,粪结核杆菌检查
20277,诊断方法,指总伸肌肌力试验
20278,诊断方法,抗内因子抗体
20279,诊断方法,气道过敏试验
20280,诊断方法,粪便人体酿母菌
20281,诊断方法,肝脏震颤试验
20282,诊断方法,癌抗原50（CA50）
20283,诊断方法,抗甲状腺球蛋白抗体（ATGA）
20284,诊断方法,脑脊液环磷腺苷
20285,诊断方法,脂蛋白X（LP-X）
20286,诊断方法,尿肌酐
20287,诊断方法,父母身高预测法
20288,诊断方法,糖尿病视网膜病变检查
20289,诊断方法,血清镉（Cd）
20290,诊断方法,异形嗜中性粒细胞
20291,诊断方法,肛门视诊
20292,诊断方法,伯尔格试验
20293,诊断方法,瓦色曼化反应
20294,诊断方法,肝上、下界叩诊
20295,诊断方法,血清r-谷氨酰基转移酶
20296,诊断方法,坠落试验
20297,诊断方法,阴道窥器检查
20298,诊断方法,四肢CT检查
20299,诊断方法,血清铬（Cr）
20300,诊断方法,脑脊液蛋白定性（CSF.Pro）
20301,诊断方法,尿糖（GLU）
20302,诊断方法,内镜下胰胆造影术（ERCP）
20303,诊断方法,骨三相显象
20304,诊断方法,眼球运动检查
20305,诊断方法,造影检查
20306,诊断方法,胎势
20307,诊断方法,气管软化试验
20308,诊断方法,基础胃液分泌量/高峰胃液分泌量
20309,诊断方法,刚果红皮内实验
20310,诊断方法,抗胰岛素抗体(AIAb)
20311,诊断方法,膝关节过伸试验
20312,诊断方法,听力计
20313,诊断方法,乙型肝炎病毒前S2抗原
20314,诊断方法,尿丙氨酸氨基肽酶（UAAP）
20315,诊断方法,"血清钙（Ca2+,Ca）"
20316,诊断方法,角膜知觉检查法
20317,诊断方法,磷酸肌酸激酶
20318,诊断方法,必需氨基酸
20319,诊断方法,皮肤定位觉
20320,诊断方法,乙型肝炎e抗原
20321,诊断方法,全血汞
20322,诊断方法,脱氧核糖核酸染色
20323,诊断方法,甲型肝炎病毒抗原（HAVAg）
20324,诊断方法,轻瘫试验
20325,诊断方法,脂蛋白电泳
20326,诊断方法,尿液粘多糖检测
20327,诊断方法,抗人球蛋白试验
20328,诊断方法,拉斯特征
20329,诊断方法,精液果糖
20330,诊断方法,外耳道
20331,诊断方法,血清γ-谷氨酰转肽酶（γ-GTP）
20332,诊断方法,血清锌（Zn）
20333,诊断方法,血液及骨髓标本的细菌学检验
20334,诊断方法,羊水卵磷脂/鞘磷脂比值
20335,诊断方法,唾液尿素氮
20336,诊断方法,移动性浊音
20337,诊断方法,血小板平均体积（MPV）
